specie,obj,ability,HP,Atk,Def,SpA,SpD,Spe,nature,iv_HP,iv_Atk,iv_Def,iv_SpA,iv_SpD,iv_Spe,move1,move2,move3,move4,teammate1,teammate2,teammate3,teammate4,teammate5
Incineroar,Aguav Berry ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fake Out,Flare Blitz,Parting Shot,Taunt,Regieleki,Landorus-Therian,Yveltal,Metagross,Lapras-Gmax
Venusaur-Gmax,Focus Sash ,Chlorophyll,0,0,0,0,0,0,,31,31,31,31,31,31,Frenzy Plant,Sludge Bomb,Sleep Powder,Weather Ball,Charizard-Gmax,Groudon,Porygon2,Incineroar,Glastrier
Charizard-Gmax,Life Orb ,Solar Power,0,0,0,0,0,0,,31,31,31,31,31,31,Heat Wave,Hurricane,Scorching Sands,Protect,Venusaur-Gmax,Groudon,Porygon2,Incineroar,Glastrier
Groudon,Sitrus Berry,Drough,0,0,0,0,0,0,,31,31,31,31,31,31,Precipice Blades ,Swords Dance ,Rock Slide ,Protect ,Venusaur-Gmax,Charizard-Gmax,Porygon2,Incineroar,Glastrier
Porygon2,Eviolite ,Download,0,0,0,0,0,0,,31,31,31,31,31,31,Ice Beam,Foul Play,Trick Room,Recover,Venusaur-Gmax,Charizard-Gmax,Groudon,Incineroar,Glastrier
Incineroar,Figy Berry ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Parting Shot,Fake Out,Flare Blitz,Darkest Lariat,Venusaur-Gmax,Charizard-Gmax,Groudon,Porygon2,Glastrier
Glastrier,Lum Berry ,Chilling Neigh,0,0,0,0,0,0,,31,31,31,31,31,31,Icicle Spear,Close Combat,Heavy Slam,Protect,Venusaur-Gmax,Charizard-Gmax,Groudon,Porygon2,Incineroar
Rotom-Wash,Sitrus Berry ,Levitate,0,0,0,0,0,0,,31,31,31,31,31,31,Protect,Nasty Plot,Thunderbolt,Hydro Pump,Torkoal,Venusaur-Gmax,Zacian-Crowned,Landorus-Therian,Grimmsnarl-Gmax
Torkoal,Leftovers ,Drought,0,0,0,0,0,0,,31,31,31,31,31,31,Protect,Burning Jealousy,Body Press,Yawn,Rotom-Wash,Venusaur-Gmax,Zacian-Crowned,Landorus-Therian,Grimmsnarl-Gmax
Venusaur-Gmax,Life Orb ,Chlorophyll,0,0,0,0,0,0,,31,31,31,31,31,31,Sleep Powder,Leaf Storm,Sludge Bomb,Earth Power,Rotom-Wash,Torkoal,Zacian-Crowned,Landorus-Therian,Grimmsnarl-Gmax
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,,31,31,31,31,31,31,Protect,Behemoth Blade,Sacred Sword,Substitute,Rotom-Wash,Torkoal,Venusaur-Gmax,Landorus-Therian,Grimmsnarl-Gmax
Landorus-Therian,Lum Berry ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Rock Slide,Fly,Earthquake,Swords Dance,Rotom-Wash,Torkoal,Venusaur-Gmax,Zacian-Crowned,Grimmsnarl-Gmax
Grimmsnarl-Gmax,Light Clay ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Spirit Break,Reflect,Light Screen,Thunder Wave,Rotom-Wash,Torkoal,Venusaur-Gmax,Zacian-Crowned,Landorus-Therian
Calyrex-Shadow,Life Orb ,As One (Spectrier),0,0,0,0,0,0,,31,31,31,31,31,31,Astral Barrage,Expanding Force,Protect,Substitute,Thundurus,Charizard-Gmax,Torkoal,Urshifu-Gmax,Whimsicott
Thundurus,Assault Vest ,Defiant,0,0,0,0,0,0,,31,31,31,31,31,31,Wild Charge,Fly,Superpower,Foul Play,Calyrex-Shadow,Charizard-Gmax,Torkoal,Urshifu-Gmax,Whimsicott
Charizard-Gmax,Safety Goggles ,Solar Power,0,0,0,0,0,0,,31,31,31,31,31,31,Heat Wave,Air Slash,Ancient Power,Protect,Calyrex-Shadow,Thundurus,Torkoal,Urshifu-Gmax,Whimsicott
Torkoal,Sitrus Berry ,Drought,0,0,0,0,0,0,,31,31,31,31,31,31,Burning Jealousy,Protect,Yawn,Body Press,Calyrex-Shadow,Thundurus,Charizard-Gmax,Urshifu-Gmax,Whimsicott
Urshifu-Gmax,Focus Sash ,Unseen Fist ,0,0,0,0,0,0,,31,31,31,31,31,31,Wicked Blow,Close Combat,Sucker Punch,Protect,Calyrex-Shadow,Thundurus,Charizard-Gmax,Torkoal,Whimsicott
Whimsicott,Eject Button ,Prankster ,0,0,0,0,0,0,,31,31,31,31,31,31,Tailwind,Moonblast,Switcheroo,Protect,Calyrex-Shadow,Thundurus,Charizard-Gmax,Torkoal,Urshifu-Gmax
Lapras-Gmax,Weakness Policy ,Shell Armor,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Hydro Pump,Freeze-Dry,Thunderbolt,Protect,Zacian,Indeedee-F,Dusclops,Incineroar,Landorus
Zacian,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Iron Head,Play Rough,Sacred Sword,Lapras-Gmax,Indeedee-F,Dusclops,Incineroar,Landorus
Indeedee-F,Safety Goggles ,Psychic Surge,0,0,0,0,0,0, Serious,31,31,31,31,31,31,Follow Me,Helping Hand,Mystical Fire,Safeguard,Lapras-Gmax,Zacian,Dusclops,Incineroar,Landorus
Dusclops,Eviolite ,Frisk,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Trick Room,Will-O-Wisp,Night Shade,Rock Tomb,Lapras-Gmax,Zacian,Indeedee-F,Incineroar,Landorus
Incineroar,Assault Vest ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,U-turn,Fake Out,Snarl,Flare Blitz,Lapras-Gmax,Zacian,Indeedee-F,Dusclops,Landorus
Landorus,Life Orb ,Sand Force,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Swords Dance,Earthquake,Rock Slide,Fly,Lapras-Gmax,Zacian,Indeedee-F,Dusclops,Incineroar
Yveltal,Assault Vest ,Dark Aura,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Oblivion Wing,Dark Pulse,Snarl,Heat Wave,Bisharp,Regieleki,Cinderace,Whimsicott,Landorus-Therian
Bisharp,Black Glasses ,Defiant,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Iron Head,Sucker Punch,Assurance,Yveltal,Regieleki,Cinderace,Whimsicott,Landorus-Therian
Regieleki,Choice Specs ,Transistor,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Electroweb,Volt Switch,Electro Ball,Thunderbolt,Yveltal,Bisharp,Cinderace,Whimsicott,Landorus-Therian
Cinderace,Life Orb ,Libero,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Pyro Ball,Bounce,High Jump Kick,Yveltal,Bisharp,Regieleki,Whimsicott,Landorus-Therian
Whimsicott,Focus Sash ,Prankster,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Protect,Tailwind,Moonblast,Helping Hand,Yveltal,Bisharp,Regieleki,Cinderace,Landorus-Therian
Landorus-Therian,Lum Berry ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Earthquake,Fly,Rock Slide,Yveltal,Bisharp,Regieleki,Cinderace,Whimsicott
Charizard,Life Orb ,Solar Power,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Heat Wave,Blast Burn,Hurricane,Protect,Groudon,Venusaur-Gmax,Grimmsnarl,Umbreon,Regieleki
Groudon,Aguav Berry ,Drought,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Precipice Blades,Rock Slide,Swords Dance,Protect,Charizard,Venusaur-Gmax,Grimmsnarl,Umbreon,Regieleki
Venusaur-Gmax,Weakness Policy ,Chlorophyll,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Sludge Bomb,Frenzy Plant,Weather Ball,Sleep Powder,Charizard,Groudon,Grimmsnarl,Umbreon,Regieleki
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Taunt,Reflect,Light Screen,Spirit Break,Charizard,Groudon,Venusaur-Gmax,Umbreon,Regieleki
Umbreon,Leftovers ,Inner Focus,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Foul Play,Snarl,Yawn,Moonlight,Charizard,Groudon,Venusaur-Gmax,Grimmsnarl,Regieleki
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Electroweb,Thunderbolt,Volt Switch,Protect,Charizard,Groudon,Venusaur-Gmax,Grimmsnarl,Umbreon
Amoonguss,Coba Berry,Regenerato,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Spore ,Rage Powder ,Pollen Puff ,Protect ,Yoki,Hydreigon,Regieleki,Incineroar,Thundurus
Yoki,,Intrepid Swor,0,0,0,0,0,0,Serious,31,31,31,31,31,31,acian-Crowned) @ Rusted Sword ,Behemoth Blade ,Sacred Sword ,Substitute ,Protect ,Amoonguss,Hydreigon,Regieleki,Incineroar,Thundurus
Hydreigon,Life Orb ,Levitate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Draco Meteor,Dark Pulse,Earth Power,Nasty Plot,Amoonguss,Yoki,Regieleki,Incineroar,Thundurus
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Electroweb,Volt Switch,Eerie Impulse,Protect,Amoonguss,Yoki,Hydreigon,Incineroar,Thundurus
Incineroar,Sitrus Berry,Intimidat,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fake Out ,Flare Blitz ,Taunt ,Parting Shot ,Amoonguss,Yoki,Hydreigon,Regieleki,Thundurus
Thundurus,Assault Vest,Defian,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Wild Charge ,Fly ,Superpower ,Foul Play ,Amoonguss,Yoki,Hydreigon,Regieleki,Incineroar
Kyogre,Mystic Water ,Drizzle,68,0,0,252,0,188,Modest,31,0,31,31,31,31,Water Spout,Scald,Ice Beam,Protect,Ferrothorn,Regieleki,Incineroar,Dragapult,Porygon2
Ferrothorn,Leftovers ,Iron Barbs,212,0,252,0,44,0,Bold,31,0,31,31,31,31,Iron Defense,Body Press,Leech Seed,Protect,Kyogre,Regieleki,Incineroar,Dragapult,Porygon2
Regieleki,Focus Sash ,Transistor,4,0,0,252,0,252,Timid,31,0,31,31,31,31,Thunder,Volt Switch,Electroweb,Protect,Kyogre,Ferrothorn,Incineroar,Dragapult,Porygon2
Incineroar,Safety Goggles ,Intimidate,244,4,68,0,52,140,Careful,31,31,31,31,31,31,Fake Out,Flare Blitz,Parting Shot,Taunt,Kyogre,Ferrothorn,Regieleki,Dragapult,Porygon2
Dragapult,Lum Berry ,Clear Body,4,252,0,0,0,252,Jolly,31,31,31,31,31,31,Dragon Darts,Phantom Force,Fly,Will-O-Wisp,Kyogre,Ferrothorn,Regieleki,Incineroar,Porygon2
Porygon2,Eviolite ,Trace,244,0,172,0,92,0,Bold,31,0,31,31,31,31,Trick Room,Foul Play,Eerie Impulse,Recover,Kyogre,Ferrothorn,Regieleki,Incineroar,Dragapult
Calyrex-Ice,Weakness Policy ,As One (Glastrier),0,0,0,0,0,0,Serious,31,31,31,31,31,31,Glacial Lance,High Horsepower,Heavy Slam,Trick Room,Tapu Fini,Incineroar,Mimikyu,Urshifu,Regieleki
Tapu Fini,Sitrus Berry ,Misty Surge,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Muddy Water,Moonblast,Haze,Heal Pulse,Calyrex-Ice,Incineroar,Mimikyu,Urshifu,Regieleki
Incineroar,Assault Vest ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fake Out,Flare Blitz,U-turn,Snarl,Calyrex-Ice,Tapu Fini,Mimikyu,Urshifu,Regieleki
Mimikyu,Mental Herb ,Disguise,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Trick Room,Will-O-Wisp,Shadow Sneak,Taunt,Calyrex-Ice,Tapu Fini,Incineroar,Urshifu,Regieleki
Urshifu,Focus Sash ,Unseen Fist,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Wicked Blow,Close Combat,Sucker Punch,Protect,Calyrex-Ice,Tapu Fini,Incineroar,Mimikyu,Regieleki
Regieleki,Life Orb ,Transistor,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Electroweb,Volt Switch,Thunder,Light Screen,Calyrex-Ice,Tapu Fini,Incineroar,Mimikyu,Urshifu
Kyogre,Mystic Water ,Drizzle,0,0,0,0,0,0,,31,31,31,31,31,31,Water Spout,Thunder,Origin Pulse,Protect,Metagross,Spectrier,Urshifu,Whimsicott,Thundurus
Metagross,Weakness Policy ,Clear Body,0,0,0,0,0,0,,31,31,31,31,31,31,Iron Head,Stomping Tantrum,Protect,Ice Punch,Kyogre,Spectrier,Urshifu,Whimsicott,Thundurus
Spectrier,Colbur Berry ,Grim Neigh,0,0,0,0,0,0,,31,31,31,31,31,31,Taunt,Will-O-Wisp,Shadow Ball,Bulldoze,Kyogre,Metagross,Urshifu,Whimsicott,Thundurus
Urshifu,Choice Band ,Unseen Fist,0,0,0,0,0,0,,31,31,31,31,31,31,Wicked Blow,Sucker Punch,Poison Jab,Close Combat,Kyogre,Metagross,Spectrier,Whimsicott,Thundurus
Whimsicott,Focus Sash ,Prankster  ,0,0,0,0,0,0,,31,31,31,31,31,31,Moonblast,Tailwind,Taunt,Protect,Kyogre,Metagross,Spectrier,Urshifu,Thundurus
Thundurus,Assault Vest ,Defiant,0,0,0,0,0,0,,31,31,31,31,31,31,Fly,Wild Charge,Superpower,Lash Out,Kyogre,Metagross,Spectrier,Urshifu,Whimsicott
Suicune,Assault Vest ,Inner Focus,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Icy Wind,Hydro Pump,Snarl,Mirror Coat,Regieleki,Grimmsnarl,Kyurem-White,Metagross,Entei
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Rain Dance,Thunderbolt,Electroweb,Protect,Suicune,Grimmsnarl,Kyurem-White,Metagross,Entei
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Sucker Punch,Light Screen,Reflect,Thunder Wave,Suicune,Regieleki,Kyurem-White,Metagross,Entei
Kyurem-White,Life Orb ,Turboblaze,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Draco Meteor,Blizzard,Earth Power,Suicune,Regieleki,Grimmsnarl,Metagross,Entei
Metagross,Weakness Policy ,Clear Body,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Stomping Tantrum,Iron Head,Ice Punch,Ally Switch,Suicune,Regieleki,Grimmsnarl,Kyurem-White,Entei
Entei,Shuca Berry ,Inner Focus,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Sacred Fire,Bulldoze,Protect,Extreme Speed,Suicune,Regieleki,Grimmsnarl,Kyurem-White,Metagross
Ferrothorn,Leftovers ,Iron Barbs,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Body Press,Protect,Leech Seed,Iron Defense,Rotom-Heat,Regieleki,Urshifu,Landorus-Therian,Palkia
Rotom-Heat,Safety Goggles ,Levitate,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Overheat,Discharge,Nasty Plot,Will-O-Wisp,Ferrothorn,Regieleki,Urshifu,Landorus-Therian,Palkia
Regieleki,Magnet ,Transistor,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Thunderbolt,Electroweb,Eerie Impulse,Protect,Ferrothorn,Rotom-Heat,Urshifu,Landorus-Therian,Palkia
Urshifu,Focus Sash ,Unseen Fist,0,0,0,0,0,0,,31,31,31,31,31,31,Protect,Sucker Punch,Wicked Blow,Protect,Ferrothorn,Rotom-Heat,Regieleki,Landorus-Therian,Palkia
Landorus-Therian,Assault Vest ,Intimidate,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Earthquake,Rock Slide,Fly,U-turn,Ferrothorn,Rotom-Heat,Regieleki,Urshifu,Palkia
Palkia,Life Orb ,Telepathy,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Hydro Pump,Spacial Rend,Earth Power,Trick Room,Ferrothorn,Rotom-Heat,Regieleki,Urshifu,Landorus-Therian
Gothitelle,Focus Sash ,Shadow Tag,0,0,0,0,0,0,,31,31,31,31,31,31,Psyshock,Fake Out,Helping Hand,Thunder Wave,Thundurus,Zacian-Crowned,Rotom-Wash,Hydreigon,Volcarona
Thundurus,Assault Vest ,Defiant,0,0,0,0,0,0,,31,31,31,31,31,31,Wild Charge,Fly,Superpower,Foul Play,Gothitelle,Zacian-Crowned,Rotom-Wash,Hydreigon,Volcarona
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,,31,31,31,31,31,31,Behemoth Blade,Close Combat,Substitute,Protect,Gothitelle,Thundurus,Rotom-Wash,Hydreigon,Volcarona
Rotom-Wash,Sitrus Berry ,Levitate,0,0,0,0,0,0,,31,31,31,31,31,31,Hydro Pump,Thunderbolt,Nasty Plot,Protect,Gothitelle,Thundurus,Zacian-Crowned,Hydreigon,Volcarona
Hydreigon,Life Orb ,Levitate,0,0,0,0,0,0,,31,31,31,31,31,31,Dark Pulse,Earth Power,Draco Meteor,Protect,Gothitelle,Thundurus,Zacian-Crowned,Rotom-Wash,Volcarona
Volcarona,Coba Berry ,Flame Body,0,0,0,0,0,0,,31,31,31,31,31,31,Overheat,Will-O-Wisp,Struggle Bug,Rage Powder,Gothitelle,Thundurus,Zacian-Crowned,Rotom-Wash,Hydreigon
Kyogre,Sea Incense,Drizzl,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Water Spout ,Origin Pulse ,Ice Beam ,Protect ,Tornadus,Regieleki,Incineroar,Metagross,Zapdos
Tornadus,Focus Sash,Prankste,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Tailwind ,Brutal Swing ,Hurricane ,Protect ,Kyogre,Regieleki,Incineroar,Metagross,Zapdos
Regieleki,Magnet,Transisto,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Volt Switch ,Electroweb ,Thunder ,Protect ,Kyogre,Tornadus,Incineroar,Metagross,Zapdos
Incineroar,Sitrus Berry,Intimidat,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Flare Blitz ,Snarl ,Parting Shot ,Fake Out ,Kyogre,Tornadus,Regieleki,Metagross,Zapdos
Metagross,Weakness Policy,Clear Bod,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Iron Head ,Rock Slide ,Stomping Tantrum ,Protect ,Kyogre,Tornadus,Regieleki,Incineroar,Zapdos
Zapdos,Life Orb,Stati,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Hurricane ,Heat Wave ,Thunderbolt ,Protect ,Kyogre,Tornadus,Regieleki,Incineroar,Metagross
Blastoise,Life Orb ,Torrent  ,0,0,0,0,0,0,,31,31,31,31,31,31,Water Spout,Shell Smash,Ice Beam,Scald,Zacian-Crowned,Whimsicott,Indeedee,Cinderace,Regieleki
Zacian-Crowned,Rusted Sword ,Intrepid Sword ,0,0,0,0,0,0,,31,31,31,31,31,31,Behemoth Blade,Protect,Sacred Sword,Play Rough,Blastoise,Whimsicott,Indeedee,Cinderace,Regieleki
Whimsicott,Coba Berry ,Prankster ,0,0,0,0,0,0,,31,31,31,31,31,31,Moonblast,Tailwind,Helping Hand,Worry Seed,Blastoise,Zacian-Crowned,Indeedee,Cinderace,Regieleki
Indeedee,Focus Sash ,Psychic Surge  ,0,0,0,0,0,0,,31,31,31,31,31,31,Expanding Force,Imprison,Trick Room,Helping Hand,Blastoise,Zacian-Crowned,Whimsicott,Cinderace,Regieleki
Cinderace,White Herb ,Libero,0,0,0,0,0,0,,31,31,31,31,31,31,Flare Blitz,Bounce,Sucker Punch,High Jump Kick,Blastoise,Zacian-Crowned,Whimsicott,Indeedee,Regieleki
Regieleki,Magnet ,Transistor,0,0,0,0,0,0,,31,31,31,31,31,31,Electroweb,Thunderbolt,Protect,Thunder Wave,Blastoise,Zacian-Crowned,Whimsicott,Indeedee,Cinderace
Solgaleo,Weakness Policy ,Full Metal Body,0,0,0,0,0,0,Hardy,31,31,31,31,31,31,Sunsteel Strike,Earthquake,Rock Slide,Protect,Tapu Fini,Thundurus,Spectrier,Incineroar,Rillaboom-Gmax
Tapu Fini,Leftovers ,Misty Surge,0,0,0,0,0,0,Hardy,31,31,31,31,31,31,Muddy Water,Calm Mind,Protect,Moonblast,Solgaleo,Thundurus,Spectrier,Incineroar,Rillaboom-Gmax
Thundurus,Assault Vest ,Defiant,0,0,0,0,0,0,Hardy,31,31,31,31,31,31,Wild Charge,Foul Play,Superpower,Fly,Solgaleo,Tapu Fini,Spectrier,Incineroar,Rillaboom-Gmax
Spectrier,Focus Sash ,Grim Neigh,0,0,0,0,0,0,Hardy,31,31,31,31,31,31,Snarl,Will-O-Wisp,Bulldoze,Shadow Ball,Solgaleo,Tapu Fini,Thundurus,Incineroar,Rillaboom-Gmax
Incineroar,Aguav Berry ,Intimidate,0,0,0,0,0,0,Hardy,31,31,31,31,31,31,Fake Out,Parting Shot,Flare Blitz,Darkest Lariat,Solgaleo,Tapu Fini,Thundurus,Spectrier,Rillaboom-Gmax
Rillaboom-Gmax,Miracle Seed ,Grassy Surge,0,0,0,0,0,0,Hardy,31,31,31,31,31,31,Grassy Glide,Wood Hammer,Fake Out,Protect,Solgaleo,Tapu Fini,Thundurus,Spectrier,Incineroar
Kyogre,Wave Incense ,Drizzle,0,0,0,0,0,0,Timid,31,31,31,31,31,31,Water Spout,Origin Pulse,Thunder,Protect,Grimmsnarl,Urshifu,Porygon2,Torkoal,Venusaur-Gmax
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Spirit Break,Light Screen,Reflect,Thunder Wave,Kyogre,Urshifu,Porygon2,Torkoal,Venusaur-Gmax
Urshifu,Focus Sash,Unseen Fis,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Wicked Blow ,Close Combat ,Sucker Punch ,Detect ,Kyogre,Grimmsnarl,Porygon2,Torkoal,Venusaur-Gmax
Porygon2,Eviolite ,Trace,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Ice Beam,Eerie Impulse,Recover,Trick Room,Kyogre,Grimmsnarl,Urshifu,Torkoal,Venusaur-Gmax
Torkoal,Charcoal ,Drought,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Eruption,Yawn,Heat Wave,Protect,Kyogre,Grimmsnarl,Urshifu,Porygon2,Venusaur-Gmax
Venusaur-Gmax,Coba Berry ,Chlorophyll,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Sleep Powder,Leaf Storm,Sludge Bomb,Weather Ball,Kyogre,Grimmsnarl,Urshifu,Porygon2,Torkoal
Amoonguss,Focus Sash ,Regenerator,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Spore,Rage Powder,Protect,Pollen Puff,Umbreon,Zacian-Crowned,Landorus-Therian,Thundurus,Lapras-Gmax
Umbreon,Leftovers ,Inner Focus,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Taunt,Yawn,Protect,Foul Play,Amoonguss,Zacian-Crowned,Landorus-Therian,Thundurus,Lapras-Gmax
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Substitute,Protect,Sacred Sword,Behemoth Blade,Amoonguss,Umbreon,Landorus-Therian,Thundurus,Lapras-Gmax
Landorus-Therian,Lum Berry ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fly,Rock Slide,Earthquake,Protect,Amoonguss,Umbreon,Zacian-Crowned,Thundurus,Lapras-Gmax
Thundurus,Assault Vest ,Defiant,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fly,Electroweb,Wild Charge,Superpower,Amoonguss,Umbreon,Zacian-Crowned,Landorus-Therian,Lapras-Gmax
Lapras-Gmax,Light Clay ,Water Absorb,0,0,0,0,0,0,Bashful,31,0,31,31,31,31,Protect,Freeze-Dry,Hydro Pump,Perish Song,Amoonguss,Umbreon,Zacian-Crowned,Landorus-Therian,Thundurus
Groudon,Lum Berry ,Drought,0,0,0,0,0,0,,31,31,31,31,31,31,Precipice Blades,Rock Slide,Swords Dance,Protect,Charizard-Gmax,Umbreon,Venusaur-Gmax,Regieleki,Sableye
Charizard-Gmax,Life Orb ,Solar Power,0,0,0,0,0,0,,31,31,31,31,31,31,Blast Burn,Protect,Heat Wave,Hurricane,Groudon,Umbreon,Venusaur-Gmax,Regieleki,Sableye
Umbreon,Sitrus Berry ,Inner Focus,0,0,0,0,0,0,,31,31,31,31,31,31,Foul Play,Snarl,Yawn,Moonlight,Groudon,Charizard-Gmax,Venusaur-Gmax,Regieleki,Sableye
Venusaur-Gmax,Coba Berry ,Chlorophyll,0,0,0,0,0,0,,31,31,31,31,31,31,Leaf Storm,Sludge Bomb,Earth Power,Sleep Powder,Groudon,Charizard-Gmax,Umbreon,Regieleki,Sableye
Regieleki,Focus Sash ,Transistor  ,0,0,0,0,0,0,,31,31,31,31,31,31,Thunderbolt,Electroweb,Eerie Impulse,Protect,Groudon,Charizard-Gmax,Umbreon,Venusaur-Gmax,Sableye
Sableye,Mental Herb ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Quash,Fake Out,Will-O-Wisp,Sunny Day,Groudon,Charizard-Gmax,Umbreon,Venusaur-Gmax,Regieleki
Kyogre,Wave Incense ,Drizzle,0,0,0,0,0,0,Quirky,31,0,31,31,31,31,Protect,Water Spout,Origin Pulse,Thunder,Cinderace,Talonflame,Tsareena,Regidrago,Regieleki
Cinderace,Life Orb ,Libero,0,0,0,0,0,0,Quirky,31,31,31,31,31,31,High Jump Kick,Bounce,Iron Head,Sucker Punch,Kyogre,Talonflame,Tsareena,Regidrago,Regieleki
Talonflame,Sharp Beak ,Gale Wings,0,0,0,0,0,0,Quirky,31,31,31,31,15,31,Tailwind,Will-O-Wisp,Taunt,Brave Bird,Kyogre,Cinderace,Tsareena,Regidrago,Regieleki
Tsareena,Coba Berry ,Queenly Majesty,0,0,0,0,0,0,Docile,31,31,31,31,31,31,Power Whip,Taunt,Helping Hand,U-turn,Kyogre,Cinderace,Talonflame,Regidrago,Regieleki
Regidrago,Dragon Fang ,Dragon's Maw,0,0,0,0,0,0,Quirky,31,0,31,31,31,31,Dragon Energy,Draco Meteor,Hyper Beam,Protect,Kyogre,Cinderace,Talonflame,Tsareena,Regieleki
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,Quirky,31,0,31,31,31,31,Protect,Thunder,Electroweb,Eerie Impulse,Kyogre,Cinderace,Talonflame,Tsareena,Regidrago
Solgaleo,Weakness Policy ,Full Metal Body,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Sunsteel Strike,Earthquake,Rock Slide,Protect,Grimmsnarl,Spectrier,Porygon2,Rotom-Heat,Tapu Fini
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Sucker Punch,Reflect,Light Screen,Thunder Wave,Solgaleo,Spectrier,Porygon2,Rotom-Heat,Tapu Fini
Spectrier,Focus Sash ,Grim Neigh,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Shadow Ball,Snarl,Will-O-Wisp,Bulldoze,Solgaleo,Grimmsnarl,Porygon2,Rotom-Heat,Tapu Fini
Porygon2,Eviolite ,Trace,0,0,0,0,0,0,Docile,31,0,31,31,31,31,Foul Play,Eerie Impulse,Recover,Trick Room,Solgaleo,Grimmsnarl,Spectrier,Rotom-Heat,Tapu Fini
Rotom-Heat,Safety Goggles ,Levitate,0,0,0,0,0,0,Quirky,31,0,31,31,31,31,Overheat,Thunderbolt,Nasty Plot,Protect,Solgaleo,Grimmsnarl,Spectrier,Porygon2,Tapu Fini
